"movie.name","movie.cast","movie.link","year","votes","rating"
"Mary e Max: Uma Amizade Diferente","Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman","http://www.imdb.com/title/tt0978762/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_187",2009,161228,8.1
"Garota Exemplar","David Fincher (dir.), Ben Affleck, Rosamund Pike","http://www.imdb.com/title/tt2267998/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_188",2014,834408,8.1
"Até o Último Homem","Mel Gibson (dir.), Andrew Garfield, Sam Worthington","http://www.imdb.com/title/tt2119532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_189",2016,418937,8.1
"O Grande Hotel Budapeste","Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham","http://www.imdb.com/title/tt2278388/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_190",2014,688268,8.1
"O Grande Lebowski","Joel Coen (dir.), Jeff Bridges, John Goodman","http://www.imdb.com/title/tt0118715/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_191",1998,714655,8.1
"Antes do Amanhecer","Richard Linklater (dir.), Ethan Hawke, Julie Delpy","http://www.imdb.com/title/tt0112471/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_192",1995,263230,8.1
"Prenda-me se for Capaz","Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks","http://www.imdb.com/title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_193",2002,801463,8.1
"O Bandido","Yavuz Turgul (dir.), Sener Sen, Ugur Yücel","http://www.imdb.com/title/tt0116231/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_194",1996,61952,8.1
"Quando Duas Mulheres Pecam","Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann","http://www.imdb.com/title/tt0060827/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_195",1966,99033,8.1
"Ford vs Ferrari","James Mangold (dir.), Matt Damon, Christian Bale","http://www.imdb.com/title/tt1950186/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_196",2019,253693,8.1
"Ser ou Não Ser","Ernst Lubitsch (dir.), Carole Lombard, Jack Benny","http://www.imdb.com/title/tt0035446/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_197",1942,27593,8.1
"Os Suspeitos","Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal","http://www.imdb.com/title/tt1392214/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_198",2013,581857,8.1
"A General","Clyde Bruckman (dir.), Buster Keaton, Marion Mack","http://www.imdb.com/title/tt0017925/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_199",1926,78849,8.1
"Como Treinar o Seu Dragão","Dean DeBlois (dir.), Jay Baruchel, Gerard Butler","http://www.imdb.com/title/tt0892769/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_200",2010,651987,8.1
"Bancando o Águia","Buster Keaton (dir.), Buster Keaton, Kathryn McGuire","http://www.imdb.com/title/tt0015324/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_201",1924,39716,8.1
"A Mulher Faz o Homem","Frank Capra (dir.), James Stewart, Jean Arthur","http://www.imdb.com/title/tt0031679/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_202",1939,104633,8.1
"12 Anos de Escravidão","Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams","http://www.imdb.com/title/tt2024544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_203",2013,625186,8.1
"Barry Lyndon","Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson","http://www.imdb.com/title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_204",1975,145509,8.1
"Mad Max: Estrada da Fúria","George Miller (dir.), Tom Hardy, Charlize Theron","http://www.imdb.com/title/tt1392190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_205",2015,857377,8.1
"Rede de Intrigas","Sidney Lumet (dir.), Faye Dunaway, William Holden","http://www.imdb.com/title/tt0074958/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_206",1976,142029,8.1
"Conta Comigo","Rob Reiner (dir.), Wil Wheaton, River Phoenix","http://www.imdb.com/title/tt0092005/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_207",1986,356088,8.1
"Menina de Ouro","Clint Eastwood (dir.), Hilary Swank, Clint Eastwood","http://www.imdb.com/title/tt0405159/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_208",2004,623773,8.1
"Rebeldia Indomável","Stuart Rosenberg (dir.), Paul Newman, George Kennedy","http://www.imdb.com/title/tt0061512/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_209",1967,158561,8.1
"Ben-Hur","William Wyler (dir.), Charlton Heston, Jack Hawkins","http://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_210",1959,215031,8.1
"Sempre ao Seu Lado","Lasse Hallström (dir.), Richard Gere, Joan Allen","http://www.imdb.com/title/tt1028532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211",2009,246106,8.1
"Sociedade dos Poetas Mortos","Peter Weir (dir.), Robin Williams, Robert Sean Leonard","http://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_212",1989,411651,8.1
"Na Natureza Selvagem","Sean Penn (dir.), Emile Hirsch, Vince Vaughn","http://www.imdb.com/title/tt0758758/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213",2007,561114,8.1
"Harry Potter e as Relíquias da Morte - Parte 2","David Yates (dir.), Daniel Radcliffe, Emma Watson","http://www.imdb.com/title/tt1201607/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_214",2011,744026,8.1
"Platoon","Oliver Stone (dir.), Charlie Sheen, Tom Berenger","http://www.imdb.com/title/tt0091763/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_215",1986,373666,8.1
"O Salário do Medo","Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel","http://www.imdb.com/title/tt0046268/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_216",1953,53006,8.1
"Logan","James Mangold (dir.), Hugh Jackman, Patrick Stewart","http://www.imdb.com/title/tt3315342/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_217",2017,628228,8.1
"A Vida de Brian","Terry Jones (dir.), Graham Chapman, John Cleese","http://www.imdb.com/title/tt0079470/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_218",1979,359575,8.1
"Rush: No Limite da Emoção","Ron Howard (dir.), Daniel Brühl, Chris Hemsworth","http://www.imdb.com/title/tt1979320/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_219",2013,423226,8
"A Criada","Chan-wook Park (dir.), Min-hee Kim, Jung-woo Ha","http://www.imdb.com/title/tt4016934/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_220",2016,104900,8
"Rififi","Jules Dassin (dir.), Jean Servais, Carl Möhner","http://www.imdb.com/title/tt0048021/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_221",1955,26597,8
"Os Incompreendidos","François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy","http://www.imdb.com/title/tt0053198/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_222",1959,102042,8
"O Martírio de Joana D'Arc","Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain","http://www.imdb.com/title/tt0019254/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_223",1928,45892,8
"Andrei Rublev","Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov","http://www.imdb.com/title/tt0060107/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_224",1966,44889,8
"Hotel Ruanda","Terry George (dir.), Don Cheadle, Sophie Okonedo","http://www.imdb.com/title/tt0395169/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_225",2004,329487,8
"Spotlight: Segredos Revelados","Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton","http://www.imdb.com/title/tt1895587/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_226",2015,407335,8
"Amores Brutos","Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal","http://www.imdb.com/title/tt0245712/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_227",2000,219436,8
"Nausicaä do Vale do Vento","Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura","http://www.imdb.com/title/tt0087544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_228",1984,145180,8
"O Ódio","Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé","http://www.imdb.com/title/tt0113247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_229",1995,144725,8
"Pinte de Açafrão","Rakeysh Omprakash Mehra (dir.), Aamir Khan, Soha Ali Khan","http://www.imdb.com/title/tt0405508/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_230",2006,109146,8
"Rocky: Um Lutador","John G. Avildsen (dir.), Sylvester Stallone, Talia Shire","http://www.imdb.com/title/tt0075148/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_231",1976,506649,8
"Gangues de Wasseypur","Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha","http://www.imdb.com/title/tt1954470/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_232",2012,78684,8
"Monstros S.A.","Pete Docter (dir.), Billy Crystal, John Goodman","http://www.imdb.com/title/tt0198781/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_233",2001,795609,8
"Rebecca, a Mulher Inesquecível","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine","http://www.imdb.com/title/tt0032976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_234",1940,119429,8
"Retrato de uma Jovem em Chamas","Céline Sciamma (dir.), Noémie Merlant, Adèle Haenel","http://www.imdb.com/title/tt8613070/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_235",2019,50443,8
"Antes do Pôr-do-Sol","Richard Linklater (dir.), Ethan Hawke, Julie Delpy","http://www.imdb.com/title/tt0381681/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_236",2004,229123,8
"Amor à Flor da Pele","Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung","http://www.imdb.com/title/tt0118694/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_237",2000,119356,8
"Aconteceu Naquela Noite","Frank Capra (dir.), Clark Gable, Claudette Colbert","http://www.imdb.com/title/tt0025316/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_238",1934,91498,8
"A Chantagem","Nishikant Kamat (dir.), Ajay Devgn, Shriya Saran","http://www.imdb.com/title/tt4430212/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_239",2015,66195,8
"Paris, Texas","Wim Wenders (dir.), Harry Dean Stanton, Nastassja Kinski","http://www.imdb.com/title/tt0087884/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_240",1984,86747,8
"O Circo","Charles Chaplin (dir.), Charles Chaplin, Merna Kennedy","http://www.imdb.com/title/tt0018773/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_241",1928,27570,8
"Um Contratempo","Oriol Paulo (dir.), Mario Casas, Ana Wagener","http://www.imdb.com/title/tt4857264/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_242",2016,127692,8
"Histórias Cruzadas","Tate Taylor (dir.), Emma Stone, Viola Davis","http://www.imdb.com/title/tt1454029/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_243",2011,419854,8
"A Princesa Prometida","Rob Reiner (dir.), Cary Elwes, Mandy Patinkin","http://www.imdb.com/title/tt0093779/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_244",1987,385545,8
"A Batalha de Argel","Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin","http://www.imdb.com/title/tt0058946/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_245",1966,51264,8
"O Exterminador do Futuro","James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton","http://www.imdb.com/title/tt0088247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_246",1984,784994,8
"A Fraternidade é Vermelha","Krzysztof Kieslowski (dir.), Irène Jacob, Jean-Louis Trintignant","http://www.imdb.com/title/tt0111495/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_247",1994,87825,8
"A Voz do Silêncio","Naoko Yamada (dir.), Miyu Irino, Saori Hayami","http://www.imdb.com/title/tt5323662/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_248",2016,41115,8
"Swades: We, the People","Ashutosh Gowariker (dir.), Shah Rukh Khan, Gayatri Joshi","http://www.imdb.com/title/tt0367110/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_249",2004,81428,8
"Trono Manchado de Sangue","Akira Kurosawa (dir.), Toshirô Mifune, Minoru Chiaki","http://www.imdb.com/title/tt0050613/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_250",1957,45016,8
